Time(s),Thrust(N)
0.0,25.59662478
0.10099999999999909,174.62883023999998
0.20199999999999818,354.12241986000004
0.30299999999999727,435.26078271
0.40399999999999636,469.95488757000004
0.5049999999999955,500.51425401
0.6059999999999945,539.77453128
0.7069999999999936,584.6864280300001
0.8079999999999927,611.89190262
0.9089999999999918,628.31248884
1.009999999999991,624.2798823300001
1.11099999999999,508.02304383
1.211999999999989,424.77919992
1.3129999999999882,346.90776327000003
1.4139999999999873,279.74737512
1.5149999999999864,236.99543436000002
1.6159999999999854,210.04876719
1.7169999999999845,185.32466343000002
1.8179999999999836,163.46253888
1.9189999999999827,143.18934003
2.019999999999982,124.14124341
2.120999999999981,105.99447978
2.22199999999998,88.29092214
2.322999999999979,61.911891
2.423999999999978,27.858222180000002
2.5249999999999773,22.674412170000004
2.6259999999999764,19.24088274
